Company Name,Ticker,Market Cap (mil)
"First Resource Bank","FRSB","18.7"
"Foresight Autonomous Holdings Ltd. American Depositary Shares","FRSX","12.66"
"FORTERRA INC","FRTA","230.23"
"Fortran Corp.","FRTN","7.53"
"Fifth Street Asset Management Inc.","FSAM","10.27"
"Franklin Financial Network, Inc.","FSB","223.34"
"FSB Bancorp, Inc.","FSBC","25.19"
"FS Bancorp, Inc.","FSBW","135.26"
"Federal Screw Works","FSCR","6.22"
"First Seacoast Bancorp","FSEA","45.55"
"First Savings Financial Group, Inc.","FSFG","83.47"
"Flexible Solutions International Inc.","FSI","17.01"
"Freestone Resources, Inc.","FSNR","1.11"
"First Reliance Bancshares Inc.","FSRL","50.39"
"L.B. Foster Company","FSTR","92.51"
"First Sound Bank","FSWA","12.62"
"Franklin Universal Trust","FT","128.41"
"FTD Companies, Inc.","FTDCQ",".11"
"FirsTime Design Ltd.","FTDL","4.77"
"Fuel Tech, Inc.","FTEK","10.33"
"SkyPeople Fruit Juice, Inc.","FTFT","22.29"
"Flotek Industries, Inc.","FTK","44.35"
"FitLife Brands Inc.","FTLF","7.19"
"FTE Networks, Inc.","FTNW","18.26"
"Frontier Communications Corporation","FTR","18.97"
"FTS International, Inc.","FTSI","20.81"
"Fulcrum Therapeutics, Inc.","FULC","245.25"
"First United Corporation","FUNC","88.9"
"Sprott Focus Trust, Inc.","FUND","119.42"
"First US Bancshares, Inc.","FUSB","46.36"
"Arcimoto, Inc.","FUV","18.78"
"Fvcbankcorp, Inc.","FVCB","159.71"
"Five Star Quality Care, Inc.","FVE","73.5"
"Forward Pharma A/S","FWP","34.22"
"First National Corp.","FXNC","78.31"
"Foxtons Group PLC Unsponsored ADR","FXTGY","154.06"
"Golf Rounds.com Inc.","FZMD","40.22"
"PhotoMedex, Inc.","GADS","30.64"
"Global Arena Holding Inc.","GAHC","1.84"
"Gaia, Inc.","GAIA","95.06"
"Gladstone Investment Corporation","GAIN","250.85"
"Galectin Therapeutics Inc.","GALT","86.12"
"Gainsco Inc.","GANS","138.76"
"Garrison Capital Inc.","GARS","29.37"
"StealthGas, Inc.","GASS","69.42"
"Global Healthcare REIT Inc.","GBCS","5.87"
"New Concept Energy, Inc","GBR","3.08"
"GAIN Capital Holdings, Inc.","GCAP","180.4"
"Greene County Bancorp, Inc.","GCBC","189.76"
"Granite City Food & Brewery Ltd.","GCFB",".57"
"New Media Investment Group Inc.","GCI","75.6"
"Genesco Inc.","GCO","129.95"
"Gabelli Convertible & Income Securities Fund Inc.","GCV","71.47"
"Golden Entertainment, Inc.","GDEN","121.15"
"Goodrich Petroleum Corporation","GDP","40.23"
"Gold Reserve Inc.","GDRZF","149.09"
"Global Digital Solutions, Inc.","GDSI","8.62"
"ChaSerg Technology Acquisition Corp.","GDYN","154.77"
"Great Elm Capital Group, Inc.","GEC","41.44"
"Great Elm Capital Group, Inc.","GECC","29.68"
"Genesis Healthcare, Inc.","GEN","177.99"
"Gencor Industries Inc.","GENC","139.87"
"Genetic Technologies Ltd","GENE","7.64"
"Home Treasure Finders, Inc.","GENH","6.79"
"GeoPetro Resources Co.","GEOR",".14"
"Geospace Technologies Corporation","GEOS","71.31"
"Geron Corporation","GERN","177.77"
"Guess?, Inc.","GES","257.3"
"Gevo, Inc.","GEVO","13.04"
"Gafisa SA","GFASY","42.45"
"Guaranty Federal Bancshares, Inc.","GFED","69.29"
"General Finance Corporation","GFN","154.25"
"Gabelli Multimedia Trust Inc.","GGT","84.67"
"Greenhill & Co., Inc.","GHL","160.31"
"Graham Corporation","GHM","121.07"
"GUARDION HEALTH","GHSI","30.37"
"Gulf Island Fabrication, Inc.","GIFI","47.1"
"Giga-tronics Incorporated","GIGA","6.54"
"Giggles N' Hugs Inc.","GIGLD",".34"
"GigaMedia Limited","GIGM","22.44"
"G-III Apparel Group, LTD.","GIII","214.85"
"Gilat Satellite Networks Ltd.","GILT","269.7"
"Greenkraft, Inc.","GKIT","2.47"
"Gladstone Capital Corporation","GLAD","147.97"
"Imation Corporation","GLAE","6.29"
"FXCM Inc.","GLBR",".16"
"Globus Maritime Limited","GLBS","1.99"
"Glen Burnie Bancorp","GLBZ","27.32"
"Gold Coast Bancorp, Inc.","GLDT","51.13"
"Gulf West Investment Properties Inc.","GLFW",".49"
"China Commercial Credit, Inc.","GLG","21.06"
"GLG Life Tech Corp.","GLGLF","6.51"
"Gilla Inc.","GLLA",".6"
"Galmed Pharmaceuticals Ltd.","GLMD","69.76"
"GasLog LP.","GLOG","282.24"
"GasLog Partners LP","GLOP","93.27"
"Global Partners LP","GLP","254.96"
"Greenlight Capital Re, Ltd.","GLRE","197.91"
"Geltech Solutions, Inc.","GLTC","5.65"
"Glucose Health, Inc.","GLUC","1.08"
"Galaxy Gaming Inc.","GLXZ","15.13"
"GlycoMimetics, Inc.","GLYC","79.76"
"GlyEco Inc.","GLYE",".1"
"Gamida Cell Ltd.","GMDA","77.27"
"GameStop Corp.","GME","248.53"
"Golar LNG Partners LP","GMLP","124.05"
"Gemini Group Global Corp.","GMNI","1.05"
"General Moly, Inc","GMO","22.23"
"GENERATION ALPHA, INC.","GNAL",".49"
"Generex Biotechnology Corp.","GNBT","27.72"
"GNC Holdings, Inc.","GNC","34.1"
"Genocea Biosciences, Inc.","GNCA","34.83"
"Genie Energy Ltd.","GNE","164.77"
"Golden Gate Partners Inc.","GNGT",".19"
"Genco Shipping & Trading Limited Warrants Expiring 12/31/2021","GNK","188.31"
"Greenlane Holdings, Inc.","GNLN","119.1"
"GenMark Diagnostics, Inc.","GNMK","216.36"
"Green Planet Group Inc.","GNPG","4.45"
"GENPREX INC","GNPX","87.71"
"LRAD Corporation","GNSS","69.51"
"Guaranty Bancshares Inc.","GNTY","260.76"
"Genius Brands International, Inc.","GNUS","5.67"
"GeneNews Ltd.","GNWSF","9.44"
"Gogo Inc.","GOGO","174.13"
"Gladstone Commercial Corporation","GOOD","264.96"
"Gold Resource Corporation","GORO","164.23"
"Gouverneur Bancorp Inc.","GOVB","25.44"
"GeoVax Labs Inc.","GOVX","3.21"
"Green Polkadot Box Inc.","GPDB",".51"
"Graphene 3D Lab, Inc.","GPHBF","1.65"
"Great Panther Silver Limited","GPL","95.77"
"Granite Point Mortgage Trust Inc.","GPMT","236.05"
"Gulfport Energy Corporation","GPOR","100.62"
"Green Plains Partners LP","GPP","82.91"
"Green Plains, Inc.","GPRE","140.56"
"GP Strategies Corporation","GPX","110.85"
"Grana y Montero S.A.A.","GRAM","279.01"
"Green Cures & Botanical Distribution Inc.","GRCU","2.25"
"Griffin Industrial Realty, Inc.","GRIF","160.12"
"Muscle Maker, Inc.","GRIL","26.11"
"Grindrod Shipping Holdings Ltd.","GRIN","48.61"
"Greenpro Capital Corp.","GRNQ","23.16"
"U.S. Global Investors, Inc.","GROW","13.01"
"Groupon, Inc.","GRPN","276.32"
"Grow Solutions Holdings, Inc.","GRSO","1.09"
"Greenestone Healthcare Corp.","GRST",".01"
"GRATITUDE HEALTH, INC.","GRTD",".32"
"Gritstone Oncology, Inc.","GRTS","202.26"
"Galera Therapeutics, Inc.","GRTX","146.19"
"Eagleford Energy Inc.","GRUSF",".15"
"Avalon Oil & Gas Inc.","GRVE","1.47"
"GRAVITY Co., Ltd.","GRVY","164.46"
"Grow Condos, Inc.","GRWC","10.37"
"GrowGeneration Corp.","GRWG","105.24"
"GelStat Corp.","GSAC",".75"
"GlobalSCAPE, Inc.","GSB","100.53"
"General Steel Holdings Inc.","GSIH","2.59"
"GSI Technology, Inc.","GSIT","113.71"
"Global Ship Lease, Inc.","GSL","52.14"
"Ferroglobe PLC","GSM","66.52"
"TKK Symphony Acquisition Corporation","GSMG","100.64"
"Gulfslope Energy, Inc.","GSPE","12.59"
"Golden Star Resources, Ltd","GSS","271.87"
"GRIDSUM HOLDING","GSUM","12.06"
"Gold Standard Ventures Corporation","GSV","101.69"
"OXIS International Inc.","GTBP","11.72"
"Gopher Protocol, Inc.","GTCH",".36"
"Gran Tierra Energy Inc.","GTE","70.64"
"Greenland Acquisition Corporation","GTEC","8.71"
"Guided Therapeutics Inc.","GTHP",".53"
"Good Times Restaurants Inc.","GTIM","11.44"
"Grupo TMM SAB","GTMAY","22.89"
"The Guitammer Company","GTMM",".96"
"Great American Bancorp Inc.","GTPS","8.93"
"Triple-S Management Corporation","GTS","241.54"
"Garrett Motion Inc.","GTX","232.72"
"Gtx Corp.","GTXO",".87"
"GTY Technology Holdings Inc.","GTYH","229.19"
"Gulf Resources, Inc.","GURE","28.07"
"Goldfield Corp.","GV","56.52"
"GSE Systems, Inc.","GVP","18.17"
"Global Water Resources, Inc.","GWRS","211.18"
"Gyrodyne , LLC","GYRO","27.51"
"Hanmi Financial Corporation","HAFC","254.43"
"Hadera Paper Ltd.","HAIPF","119.14"
"Hallmark Financial Services, Inc.","HALL","56.54"
"Happiness Biotech Group Limited","HAPP","86"
"Harleysville Savings Financial Corp.","HARL","83.51"
"Haynes International, Inc.","HAYN","228.15"
"Hamilton Beach Brands Holding Company","HBB","115.54"
"Home Bancorp, Inc.","HBCP","192.68"
"Harvard Bioscience, Inc.","HBIO","57.1"
"Howard Bancorp, Inc.","HBMD","196.69"
"Huttig Building Products, Inc.","HBP","18.29"
"Helix Biopharma Corp.","HBPCF","129.09"
"Harvest Capital Credit Corporation","HCAP","16.19"
"High Country Bancorp Inc.","HCBC","38.02"
"Heritage-Crystal Clean, Inc.","HCCI","298.77"
"HUNT COMPANIES FINANCE TRUST, INC.","HCFT","33.42"
"BlastGard International Inc.","HCGS","1.74"
"HC2 Holdings, Inc.","HCHC","83.08"
"HCI Group, Inc.","HCI","263.71"
"The Hackett Group, Inc.","HCKT","290.73"
"Vapor Corp.","HCMC","7.2"
"Hi-Crush Inc.","HCR","16.64"
"Medovex Corp.","HCYT","9.87"
"Hypertension Diagnostics Inc.","HDII","1.29"
"Hudson Technologies, Inc.","HDSN","27.47"
"Henderson Investment Ltd.","HDVTY","255.98"
"Health Discovery Corp.","HDVY","15.89"
"Turtle Beach Corporation","HEAR","61.63"
"Hebron Technology Co., Ltd.","HEBT","102.98"
"Holloman Energy Corp.","HENC","2.68"
"H2O Innovation Inc.","HEOFF","25.59"
"ContraVir Pharmaceuticals Inc","HEPA","3.97"
"HealthWarehouse.com Inc.","HEWA","5.55"
"HEXO Corp.","HEXO","103.31"
"HFB Financial Corp.","HFBA","35.79"
"Home Federal Bancorp, Inc. of Louisiana","HFBL","44.84"
"Heritage Global Inc.","HGBL","19.08"
"KaloBios Pharmaceuticals Inc.","HGEN","51.44"
"Horizon Group Properties Inc.","HGPI","17.48"
"Hugoton Royalty Trust","HGTXU","4.1"
"Ezjr Inc.","HHER","1.41"
"Harte-Hanks, Inc.","HHS","13.41"
"China Advanced Construction Materials Group, Inc.","HHT","6.12"
"Hibbett Sports, Inc.","HIBB","148.73"
"Holiday Island Holdings Inc.","HIHI",".28"
"Highway Holdings Limited","HIHO","7.79"
"Hidili Industry International Development Ltd.","HIIDY","78.14"
"Hill International, Inc.","HIL","70.2"
"AMER PREM WATER","HIPH","1.25"
"HANCOCK JAFFE","HJLI","6.28"
"HKN Inc.","HKNI","2.83"
"Halcon Resources Corporation","HKRSQ","12.14"
"Heartland BancCorp.","HLAN","123.31"
"Home Loan Financial Corp.","HLFN","36.49"
"Smack Sportswear","HLWD","4.06"
"Helix Energy Solutions Group, Inc.","HLX","199.45"
"HMG/Courtland Properties, Inc.","HMG","10"
"Houghton Mifflin Harcourt Company","HMHC","215.32"
"Hoegh LNG Partners LP","HMLP","187.62"
"HMN Financial, Inc.","HMNF","87.26"
"Helios and Matheson Analytics Inc","HMNY",".2"
"HempAmericana, Inc.","HMPQ","5.51"
"Hennessy Advisors, Inc.","HNNA","48.56"
"Hallador Energy Company","HNRG","27.99"
"Hooker Furniture Corporation","HOFT","161.95"
"At Home Group Inc.","HOME","94.88"
"HOOKIPA Pharma Inc.","HOOK","175.09"
"Hornbeck Offshore Services","HOSS","5.15"
"Hoth Therapeutics, Inc.","HOTH","28.33"
"Hovnanian Enterprises Inc","HOV","35.06"
"HIGHPOINT RESOURCES CORP","HPR","47.61"
"hopTo Inc.","HPTOU","2.84"
"Command Center Inc.","HQI","84.26"
"Tekla Life Sciences Investors","HQL","278.07"
"Hurricane Energy PLC","HRCXF","186.09"
"Stans Energy Corp.","HREEF",".75"
"Imprimis Pharmaceuticals, Inc.","HROW","91.13"
"Heritage Insurance Holdings, Inc.","HRTG","283.48"
"Horizon Technology Finance Corporation","HRZN","88.01"
"CCF Holding Co.","HSBI","106.74"
"Helius Medical Technologies, Inc.","HSDT","9.09"
"Hudson Global, Inc.","HSON","22.78"
"HST Global Inc.","HSTC",".31"
"Hersha Hospitality Trust","HT","119.69"
"HomeTrust Bancshares, Inc.","HTBI","219.29"
"Heat Biologics, Inc.","HTBX","32.42"
"HTG Molecular Diagnostics, Inc.","HTGM","20.9"
"Hudson Ltd.","HUD","219.88"
"FSD PHARMA INC","HUGE","20.87"
"Hurco Companies, Inc.","HURC","142.87"
"Houston American Energy Corporation","HUSA","6.32"
"HV Bancorp, Inc.","HVBC","24.5"
"Haverty Furniture Companies, Inc.","HVT","240.82"
"Haverty Furniture Companies, Inc.","HVT.A","262.47"
"Hawthorn Bancshares, Inc.","HWBK","97.84"
"Houston Wire & Cable Company","HWCC","33.94"
"Home Financial Bancorp","HWEN","6.66"
"Hawkins, Inc.","HWKN","299.34"
"Hexindai Inc. Sponsored ADR","HX","17.57"
"Helix BioMedix Inc.","HXBM","8.2"
"New America High Income Fund, Inc.","HYB","134.6"
"HEYU BIOLOGICAL TECHNOLOGY CORP","HYBT","3.2"
"HyreCar Inc.","HYRE","27.37"
"Horizon Global Corporation","HZN","51.3"
"MarineMax, Inc.","HZO","176.34"
"Intelsat S.A.","I","228.69"
"IBC Advanced Alloys Corp.","IAALF","5.3"
"Information Analysis Inc.","IAIC","1.42"
"International Baler Corp.","IBAL","6.22"
"Independent Bank Corporation","IBCP","212.92"
"iBio, Inc.","IBIO","121.91"
"I-Cable Communications Ltd.","ICABY","64.21"
"icad inc.","ICAD","146.9"
"County Bancorp, Inc.","ICBK","100.21"
"ImmuCell Corporation","ICCC","29.34"
"ICC Holdings, Inc.","ICCH","33.85"
"Independence Contract Drilling, Inc.","ICD","5.41"
"Image Chain Group Limited, Inc.","ICGL","51.36"
"InterCloud Systems Inc.","ICLD",".14"
"iClick Interactive Asia Group Ltd.","ICLK","265.82"
"CM Finance Inc","ICMB","20.5"
"Iconix Brand Group, Inc.","ICON","6.86"
"Ico Therapeutics Inc.","ICOTF","2.49"
"International Card Establishment Inc.","ICRD",".05"
"ICTS International NV","ICTSF","94.61"
"Invent Ventures Inc.","IDEA",".95"
"Ideanomics, Inc.","IDEX","51.85"
"Intellicheck Mobilisa, Inc.","IDN","54.49"
"Idera Pharmaceuticals, Inc.","IDRA","34.51"
"IDT Corporation","IDT","137.01"
"Idw Media Holdings, Inc.","IDWM","44.51"
"Interpace Diagnostics Group, Inc.","IDXG","20.17"
"IDEAYA Biosciences, Inc.","IDYA","63.84"
"Infrastructure and Energy Alternatives, Inc.","IEA","43.2"
"IEC Electronics Corp.","IEC","56.09"
"IEH Corp.","IEHC","32.71"
"IES Holdings, Inc.","IESC","297.36"
"iFresh Inc.","IFMK","26.27"
"Infinity Energy Resources Inc.","IFNY",".49"
"InflaRx N.V.","IFRX","68.81"
"India Globalization Capital Inc.","IGC","11.86"
"iShares North American Natural Resources ETF","IGE","227.76"
"iGo Inc.","IGOI","11.5"
"IntelGenx Technologies Corp.","IGXT","26.46"
"InnSuites Hospitality Trust","IHT","11.82"
"Morgan Stanley India Investment Fund, Inc.","IIF","168.31"
"Information Services Group, Inc.","III","97.79"
"Insteel Industries, Inc.","IIIN","209.75"
"IntriCon Corporation","IIN","96.15"
"Ikonics Corporation","IKNX","6.58"
"IMAC Holdings, Inc.","IMAC","4.02"
"EVINE Live Inc.","IMBI","12.05"
"Infinite Group Inc.","IMCI","1.52"
"Impac Mortgage Holdings, Inc.","IMH","53.16"
"Prima BioMed Ltd","IMMP","70.98"
"Immersion Corporation","IMMR","152.61"
"Immune Pharmaceuticals Inc.","IMNPQ",".47"
"IMMURON LTD","IMRN","6.98"
"Integrated Media Technology Limited","IMTE","10.47"
"ImmunoCellular Therapeutics, Ltd.","IMUC",".92"
"TNI BioTech Inc.","IMUN","0"
"Immunic, Inc.","IMUX","52.86"
"IMV INC","IMV","116.63"
"INTERNATIONAL MONEY EXPRESS, INC.","IMXI","272.33"
"Internap Corporation","INAP","2.4"
"First Internet Bancorp","INBK","120.57"
"Integrated BioPharma Inc.","INBP","7.1"
"Indonesia Energy Corporation Limited","INDO","11.41"
"Infinite Graphics Inc.","INFG","1.58"
"Infinity Pharmaceuticals, Inc.","INFI","40.49"
"InfuSystems Holdings, Inc.","INFU","113.11"
"International Isotopes Inc.","INIS","25.55"
"Intellinetics, Inc.","INLX","1.99"
"INmune Bio, Inc.","INMB","23.75"
"Summit Hotel Properties, Inc.","INN","274.51"
"INNOVATE BIOPHARMACEUTICALS, INC.","INNT","14"
"Innodata Inc.","INOD","20.79"
"Sysorex Global","INPX","5.65"
"Indoor Harvest Corp.","INQD",".07"
"Inrad Optics Inc.","INRD","15.11"
"Intelligent Systems Corporation","INS","254.18"
"Inspired Entertainment, Inc.","INSE","73.47"
"Insight Select Income Fund","INSI","203.38"
"The Intergroup Corporation","INTG","60.87"
"HedgePath Pharmaceuticals Inc.","INTI","22.04"
"inTest Corporation","INTT","22.98"
"Ems Find, Inc.","INTV",".78"
"Intrusion Inc.","INTZ","39.96"
"Inuvo, Inc","INUV","8.58"
"Identiv, Inc.","INVE","38.01"
"Invo BioScience Inc.","INVO","34.71"
"Glassesoff Inc.","INVS","1.81"
"Inventergy Global, Inc.","INVT",".38"
"InnerWorkings, Inc.","INWK","66.21"
"Ion Geophysical Corporation","IO","20.63"
"Iowa First Bancshares Corp.","IOFB","43.92"
"Income Opportunity Realty Investors, Inc.","IOR","46.35"
"Arkados Group Inc.","IOTC","51.3"
"Adesto Technologies Corporation","IOTS","249.73"
"Intellipharmaceutics International Inc.","IPCIF","2.03"
"Professional Diversity Network, Inc.","IPDN","8.13"
"Innate Pharma SA","IPHYF","296.88"
"Intrepid Potash, Inc","IPI","101.41"
"iPic Entertainment Inc.","IPICQ","1.72"
"Inplay Oil Corp","IPOOF","4.23"
"Ideal Power Inc.","IPWR","3.28"
"IRSA Propiedades Comerciales S.A.","IRCP","236.25"
"IRIDEX Corporation","IRIX","20.68"
"NEW IRELAND FD","IRL","23.88"
"iRadimed Corporation","IRMD","207.4"
"IF Bancorp, Inc.","IROQ","53.63"
"Integra Resources Corp.","IRRZF","61.57"
"IRSA Inversiones Y Representaciones S.A.","IRS","202.54"
"International Stem Cell Corp.","ISCO","3.62"
"Issuer Direct Corporation","ISDR","35.97"
"IVERIC bio, Inc.","ISEE","140.62"
"Insignia Systems, Inc.","ISIG","7.57"
"Image Sensing Systems, Inc.","ISNS","15.44"
"IsoRay, Inc.","ISR","37.18"
"Innovative Solutions and Support, Inc.","ISSC","45.51"
"Investar Holding Corporation","ISTR","130.64"
"InsPro Technologies Corp.","ITCC",".13"
"Itex Corp.","ITEX","6.21"
"Iteris, Inc.","ITI","102.37"
"Investors Title Company","ITIC","217.72"
"Integral Technologies Inc.","ITKG","2.78"
"iTeknik Holding Corp.","ITKH",".19"
"Itamar Medical Ltd. Sponsored ADR","ITMR","76.24"
"International Monetary Systems Ltd.","ITNM","2.63"
"IT Tech Packaging Inc","ITP","12.03"
"Iterum Therapeutics PLC","ITRM","23.31"
"Ituran Location and Control Ltd.","ITRN","247.14"
"Interups Inc.","ITUP","21.74"
"Intevac, Inc.","IVAC","79.87"
"Invacare Corporation","IVC","156.36"
"Innovative Designs, Inc.","IVDN","6.17"
"Invictus Financial Inc.","IVFZF","1.41"
"AFP Imaging Corp.","IWKS",".02"
"I-Wellness Marketing Group, Inc.","IWMG",".24"
"ImageWare Systems Inc.","IWSY","17.61"
"iShares U.S. Energy ETF","IYE","217.01"
"Canadian Zeolite Corp","IZCFF",".92"
"IZEA WORLDWIDE, INC.","IZEA","4.62"
"Jaguar Mining Inc.","JAGGF","91.59"
"Jaguar Animal Health, Inc.","JAGX","19.44"
"JAKKS Pacific, Inc.","JAKK","11.31"
"Jammin Java Corp.","JAMN",".29"
"Appliance Recycling Centers of America, Inc.","JAN","3.93"
"Janel World Trade Ltd.","JANL","5.93"
"Jason Industries, Inc.","JASN","3.96"
"J. Alexander's Holdings, Inc.","JAX","47.59"
"Jernigan Capital, Inc.","JCAP","288.13"
"Jacada Ltd.","JCDAF","18.18"
"J. C. Penney Company, Inc.","JCP","130.21"
"Communications Systems, Inc.","JCS","36.94"
"Jewett-Cameron Trading Company","JCTCF","18.42"
"Just Energy Group, Inc.","JE","63.14"
"Aberdeen Japan Equity Fund, Inc.","JEQ","71.72"
"Jet Metal Corp","JETMF","1.7"
"Jeffersonville Bancorp","JFBC","69.23"
"Jiayin Group Inc. Sponsored ADR","JFIN","116.1"
"Jefferson Security Bank","JFWV","27.35"
"Aurora Mobile Limited Sponsored ADR","JG","172.46"
"John Hancock Investors Trust","JHI","89.94"
"John Hancock Income Securities Trust","JHS","126.54"
"J.Jill, Inc.","JILL","22.9"
"JLM Couture Inc.","JLMC","2.45"
"Jerrick Media Holdings, Inc.","JMDA","27.63"
"Jumei International Holding Limited","JMEI","200.49"
"JUMIA TECH-ADR","JMIA","182.55"
"Nuveen Multi-Market Income Fund","JMM","56.58"
"JMP Group LLC","JMP","52.62"
"Jounce Therapeutics, Inc.","JNCE","113.04"
"GEE Group Inc.","JOB","3.2"
"Japan Smaller Capitalization Fund, Inc.","JOF","164.05"
"Jupai Holdings Limited","JP","34.59"
"China Finance Online Co. Limited","JRJC","9.91"
"Jerash Holdings (US), Inc.","JRSH","59.88"
"Jones Soda Co.","JSDA","11.78"
"Jianpu Technology Inc.","JT","177.38"
"Juhl Energy Inc.","JUHL",".98"
"Jutal Offshore Oil Services Ltd.","JUTOY","139.09"
"Coffee Holding Co., Inc.","JVA","10.36"
"The Joint Corp.","JYNT","113.01"
"Kala Pharmaceuticals, Inc.","KALA","266.15"
"Kallo, Inc.","KALO","12.2"
"KalVista Pharmaceuticals, Inc.","KALV","103.5"
"Kaya Holdings, Inc.","KAYS","3.84"
"KBS Fashion Group Limited","KBSF","2.98"
"Kansas City Life Insurance Co.","KCLI","247.01"
"Bingo.com Ltd.","KDOZF","26.28"
"Kimball Electronics, Inc.","KE","288.77"
"Key Energy Services, Inc.","KEGXD",".64"
"Kewaunee Scientific Corporation","KEQU","20.22"
"MTech Acquisition Corp.","KERN","51.64"
"Korea Fund, Inc. (The)","KF","94.96"
"Kentucky First Federal Bancorp","KFFB","36.47"
"Kingsway Financial Services, Inc.","KFS","49.8"
"Kaiser Group Holdings Inc.","KGHI","5.89"
"Kingold Jewelry Inc.","KGJI","11.11"
"Kindred Biosciences, Inc.","KIN","133.19"
"Kingstone Companies, Inc","KINS","50.67"
"Kelso Technologies Inc","KIQ","23.89"
"Kirkland's, Inc.","KIRK","9.03"
"Kaleido Biosciences, Inc.","KLDO","136.28"
"GigCapital, Inc.","KLR","131.65"
"KLX Energy Services Holdings, Inc.","KLXE","24.57"
"Kamada Ltd.","KMDA","205.24"
"KemPharm, Inc.","KMPH","9.39"
"Kandi Technologies Group, Inc.","KNDI","123.07"
"KNOT Offshore Partners LP","KNOP","291.63"
"Kronos Advanced Technologies Inc.","KNOS","13.17"
"Direxion All Cap Insider Sentiment Shares","KNOW","51.89"
"KNOW LABS, INC.","KNWN","30.06"
"Textmunication Holdings Inc.","KOAN","1.33"
"Eastman Kodak Company","KODK","68.72"
"Kona Grill, Inc.","KONAQ",".27"
"Koppers Holdings Inc.","KOP","210.96"
"Kopin Corporation","KOPN","19.53"
"Kosmos Energy Ltd.","KOS","225.19"
"Koss Corporation","KOSS","6.66"
"Kraton Corporation","KRA","205.11"
"36Kr Holdings Inc. Sponsored ADR","KRKR","155.98"
"Repro-Med Systems Inc.","KRMD","209.55"
"KIMBELL ROYALTY","KRP","229.82"
"Kura Sushi USA, Inc.","KRUS","44.01"
"K S Bancorp Inc.","KSBI","29.89"
"KUSHCO HOLDINGS, INC.","KSHB","38.12"
"DWS Strategic Municipal Income Trust","KSM","95.23"
"Key Tronic Corporation","KTCC","35.99"
"Kitov Pharmaceuticals Holdings Ltd.","KTOV","4.78"
"Kentucky Bancshares Inc.","KTYB","94.8"
"Kura Oncology, Inc.","KURA","293.01"
"KVH Industries, Inc.","KVHI","128.28"
"Kiwa Bio-Tech Products Group Corp.","KWBT","1.27"
"CM Seven Star Acquisition Corporation","KXIN","29.48"
"Novogen Limited","KZIA","17.41"
"Kezar Life Sciences, Inc.","KZR","99.78"
"Lithium Americas Corp.","LAC","205.74"
"LAIX Inc. Sponsored ADR","LAIX","185.3"
"Lakeland Industries, Inc.","LAKE","134.43"
"Gladstone Land Corporation","LAND","211.33"
"Landmark Bancorp Inc.","LARK","80.01"
"Lawson Products, Inc.","LAWS","257.75"
"LAZYDAYS HOLDINGS, INC.","LAZY","22.87"
"Long Island Iced Tea Corp.","LBCC","3.6"
"Liberty Oilfield Services Inc.","LBRT","270.14"
"SmartHeat Inc.","LBTI","40.92"
"Leafbuyer Technologies, Inc.","LBUY","5.62"
"Libbey, Inc.","LBY","13.86"
"Lannett Co Inc","LCI","289.67"
"LCNB Corporation","LCNB","170.25"
"Lineage Cell Therapeutics, Inc.","LCTX","89.9"
"Lifetime Brands, Inc.","LCUT","102.02"
"Lydall, Inc.","LDL","120.15"
"Lands' End, Inc.","LE","197.8"
"Leaf Group Ltd.","LEAF","34.57"
"Legacy Education Alliance, Inc.","LEAI","2.27"
"Leatt Corp.","LEAT","10.23"
"SemiLEDS Corporation","LEDS","4.24"
"Lee Enterprises, Incorporated","LEE","60.46"
"Legacy Housing Corporation","LEGH","253.66"
"Leju Holdings Limited","LEJU","218.57"
"Presbia PLC","LENSF",".09"
"Centrus Energy Corp.","LEU","46.81"
"Level One Bancorp, Inc.","LEVL","130.87"
"LongFin Corp.","LFIN","20.87"
"Lifevantage Corporation","LFVN","116.6"
"Legacy Reserves LP","LGCYQ",".42"
"LGL Group, Inc. (The)","LGL","37.92"
"Liberty Health Sciences Inc.","LHSIF","90.76"
"LICT Corp.","LICT","280"
"aTyr Pharma, Inc.","LIFE","8.64"
"Lincoln Educational Services Corporation","LINC","49.83"
"Lindblad Expeditions Holdings Inc.","LIND","185.95"
"LiqTech International, Inc.","LIQT","71.92"
"LightInTheBox Holding Co., Ltd.","LITB","92.19"
"Live Ventures Incorporated","LIVE","7.75"
"LiveXLive Media, Inc.","LIVX","77.72"
"LIZHI INC. Sponsored ADR","LIZI","283.55"
"La Jolla Pharmaceutical Company","LJPC","105.87"
"Luokung Technology Corp.","LKCO","83.37"
"LSC Communications","LKSD","1.51"
"Lumber Liquidators Holdings, Inc","LL","115.19"
"Lilis Energy Inc.","LLEX","16.38"
"Lianluo Smart Limited","LLIT","6.78"
"Limbach Holdings, Inc.","LMB","28.45"
"LM Funding America, Inc.","LMFA","1.38"
"Prometic Life Sciences Inc.","LMNL","126.47"
"Limoneira Co","LMNR","225.36"
"LMP Automotive Holdings, Inc.","LMPX","50.36"
"Landmark Infrastructure Partners LP","LMRK","206.31"
"Lomiko Metals Inc.","LMRMF","1.56"
"LIMESTONE BANCORP, INC.","LMST","57.76"
"Brasilagro Cia Brasileira De Propriedades Agricolas","LND","158.99"
"Landec Corporation","LNDC","252.75"
"Liquefied Natural Gas Ltd. Sponsored ADR","LNGLY","23.08"
"Manhattan Bridge Capital, Inc","LOAN","32.71"
