Company Name,Ticker,Market Cap (mil)
"MediciNova, Inc.","MNOV","130.99"
"Western Asset Municipal Partners Fund Inc.","MNP","113.52"
"Monmouth Real Estate Investment Corporation","MNR","966.45"
"Brigham Minerals, Inc.","MNRL","464.77"
"MainStreet Bank","MNSB","142.57"
"MobileIron, Inc.","MOBL","372.16"
"Modine Manufacturing Company","MOD","161.06"
"Model N, Inc.","MODN","612.68"
"MidWestOne Financial Group, Inc.","MOFG","299.99"
"MOGU Inc. Sponsored ADR","MOGU","105.29"
"ECMOHO Limited Sponsored ADR","MOHO","275.03"
"Morphic Holding, Inc.","MORF","409.08"
"Movado Group Inc.","MOV","211.3"
"BlackRock MuniYield Pennsylvania Quality Fund","MPA","155.28"
"Motorcar Parts of America, Inc.","MPAA","251.67"
"Mid Penn Bancorp","MPB","166.48"
"Barings Participation Investors","MPV","101.25"
"Marine Products Corporation","MPX","269.09"
"BlackRock MuniYield Quality Fund II, Inc.","MQT","239.79"
"BlackRock MuniYield Quality Fund, Inc.","MQY","378.37"
"MRC Global Inc.","MRC","327.26"
"Monroe Capital Corporation","MRCC","125.74"
"Marinus Pharmaceuticals, Inc.","MRNS","172.77"
"Mersana Therapeutics, Inc.","MRSN","200.35"
"Maxus Realty Trust Inc.","MRTI","129.23"
"Marten Transport, Ltd.","MRTN","926.81"
"Merus N.V.","MRUS","348.33"
"Mesabi Trust","MSB","144.32"
"Midland States Bancorp, Inc.","MSBI","373.99"
"Morgan Stanley Emerging Markets Debt Fund","MSD","149.44"
"Middlesex Water Company","MSEX","991.41"
"MSG Networks Inc.","MSGN","708.74"
"MISONIX, Inc.","MSON","140.44"
"Metalla Royalty & Streaming Ltd.","MTA","134.55"
"Matador Resources Company","MTDR","200.5"
"Molecular Templates Inc.","MTEM","594.79"
"Mechel PAO","MTL","270.58"
"Materialise NV","MTLS","817.13"
"Matinas Biopharma Holdings, Inc.","MTNB","121.73"
"Meritor, Inc.","MTOR","900.96"
"Materion Corporation","MTRN","628.47"
"Matrix Service Company","MTRX","225.69"
"MTS Systems Corporation","MTSC","288.17"
"CECONOMY AG","MTTRY","740.41"
"The Manitowoc Company, Inc.","MTW","346.69"
"BlackRock MuniAssets Fund, Inc.","MUA","406.53"
"BlackRock MuniHoldings California Quality Fund, Inc.","MUC","498.58"
"BlackRock MuniHoldings Fund II, Inc.","MUH","133.54"
"BlackRock MuniHoldings New Jersey Quality Fund, Inc.","MUJ","358.83"
"Murphy Oil Corporation","MUR","866.34"
"McEwen Mining Inc.","MUX","232.23"
"Mvb Financial Corp.","MVBF","137.99"
"BlackRock MuniVest Fund, Inc.","MVF","486.27"
"BlackRock MuniVest Fund II, Inc.","MVT","253.32"
"MagnaChip Semiconductor Corporation","MX","271.45"
"Mexico Fund, Inc. (The)","MXF","112.54"
"MaxLinear, Inc","MXL","658.32"
"BlackRock MuniYield California Fund, Inc.","MYC","259.17"
"BlackRock MuniYield Fund, Inc.","MYD","528.93"
"Myers Industries, Inc.","MYE","315.76"
"BlackRock MuniYield Investment Fund","MYF","160.4"
"First Western Financial, Inc.","MYFW","102.93"
"Myriad Genetics, Inc.","MYGN","940.08"
"BlackRock MuniYield Quality Fund III, Inc.","MYI","772.83"
"BlackRock MuniYield New Jersey Fund, Inc.","MYJ","173.6"
"BlackRock MuniYield New York Quality Fund, Inc.","MYN","432.69"
"Myovant Sciences Ltd.","MYOV","672.51"
"MYR Group, Inc.","MYRG","326.31"
"Northern Dynasty Minerals, Ltd.","NAK","157.01"
"NASB Financial Inc.","NASB","284.49"
"Nordic American Tankers Limited","NAT","362.46"
"Nathan's Famous, Inc.","NATH","200.01"
"Nature's Sunshine Products, Inc.","NATR","143.71"
"Nuveen Arizona Quality Municipal Income Fund","NAZ","146.95"
"National Bank Holdings Corporation","NBHC","702.73"
"Noble Midstream Partners LP","NBLX","168.36"
"Northeast Bancorp","NBN","100.89"
"Nabors Industries Ltd.","NBR","169.98"
"Nabriva Therapeutics AG","NBRV","548.81"
"NACCO Industries, Inc.","NC","160.2"
"Nuveen California Municipal Value Fund, Inc.","NCA","256.19"
"Nicolet Bankshares Inc.","NCBS","592.96"
"NCC GROUP PLC","NCCGF","805.21"
"National CineMedia, Inc.","NCMI","214.95"
"NuCana PLC Sponsored ADR","NCNA","157.59"
"Noodles & Company","NDLS","169.47"
"New England Realty Associates Limited Partnership","NEN","144.7"
"Neptune Wellness Solutions Inc.","NEPT","112.83"
"Minerva Neurosciences, Inc","NERV","192.17"
"Puxin Limited","NEW","420.85"
"Newtek Business Services Corp.","NEWT","221.52"
"Keane Group, Inc.","NEX","253.7"
"Nexa Resources S.A.","NEXA","358.63"
"NextDecade Corporation","NEXT","223.55"
"Northfield Bancorp, Inc.","NFBK","497.78"
"New Frontier Corporation","NFH","206.71"
"New Gold Inc.","NGD","336.76"
"NGL Energy Partners LP","NGL","469.76"
"NGM Biopharmaceuticals, Inc.","NGM","790"
"Natural Grocers by Vitamin Cottage, Inc.","NGVC","177.22"
"NantHealth, Inc.","NH","141.59"
"Neuberger Berman High Yield Strategies Fund","NHS","147.34"
"Nicox SA","NICXF","145.59"
"Nuveen Select Maturities Municipal Fund","NIM","122.33"
"NIU TECH-ADR","NIU","488.39"
"NantKwest, Inc.","NK","282.31"
"National Bankshares, Inc.","NKSH","198.45"
"NL Industries, Inc.","NL","113.11"
"Aquinox Pharmaceuticals, Inc.","NLTX","308.14"
"New Mountain Finance Corporation","NMFC","595.49"
"NMC Health PLC Unsponsored ADR","NMHLY","261.13"
"NMI Holdings Inc","NMIH","772.67"
"Newmark Group, Inc.","NMRK","686.55"
"Nuveen Massachusetts Quality Municipal Income Fund","NMT","123.43"
"Nuveen Maryland Quality Municipal Income Fund","NMY","271.31"
"Nuveen New York Municipal Value Fund, Inc.","NNY","130.6"
"North American Construction Group Ltd.","NOA","156.32"
"North Dallas Bank & Trust Co.","NODB","154.27"
"NI Holdings, Inc.","NODK","228.49"
"Northern Oil and Gas, Inc.","NOG","298.47"
"Sunnova Energy International Inc.","NOVA","854.29"
"Neenah Paper, Inc.","NP","621.02"
"National Presto Industries, Inc.","NPK","515.87"
"EnPro Industries","NPO","649.07"
"NeoPhotonics Corporation","NPTN","259.72"
"Nuveen Virginia Quality Municipal Income Fund","NPV","215.97"
"Nuveen Pennsylvania Quality Municipal Income Fund","NQP","443.74"
"Newpark Resources, Inc.","NR","109.68"
"National Research Corporation","NRC","985.81"
"Northrim BanCorp Inc","NRIM","137.09"
"Natural Resource Partners LP","NRP","133.03"
"Capitol Investment Corp. IV","NSCO","112.78"
"NAPCO Security Technologies, Inc.","NSSC","323.64"
"NanoString Technologies, Inc.","NSTG","660.82"
"Bank of N.T. Butterfield & Son Limited (The)","NTB","808.46"
"NETGEAR, Inc.","NTGR","537.24"
"Intellia Therapeutics, Inc.","NTLA","590.01"
"Nam Tai Property Inc.","NTP","143.77"
"Natus Medical Incorporated","NTUS","665.73"
"Nuveen Michigan Quality Municipal Income Fund","NUM","246.16"
"Nuveen Ohio Quality Municipal Income Fund","NUO","246.55"
"Nuzee, Inc.","NUZE","122.36"
"Novavax, Inc.","NVAX","533.31"
"NVE Corporation","NVEC","219.33"
"NV5 Global, Inc.","NVEE","375.73"
"Navigator Holdings Ltd.","NVGS","236.17"
"Nova Measuring Instruments Ltd.","NVMI","800.58"
"Norwood Financial Corp.","NWFL","186.82"
"NORTHWEST IN BC","NWIN","116.88"
"National Western Life Group, Inc.","NWLI","472.68"
"Newron Pharmaceuticals SpA","NWPHF","133.83"
"Northwest Pipe Company","NWPX","215.69"
"Quanex Building Products Corporation","NX","275.77"
"NexGen Energy Ltd.","NXE","212.91"
"NEXTGEN HEALTHCARE, INC","NXGN","467.79"
"Nuveen Select Tax Free Income Portfolio","NXP","231.4"
"Nuveen Select Tax Free Income Portfolio II","NXQ","243.74"
"Nuveen Select Tax Free Income Portfolio III","NXR","185.78"
"NexPoint Residential Trust, Inc.","NXRT","683.02"
"NextCure, Inc.","NXTC","894.35"
"New York Mortgage Trust, Inc.","NYMT","819.11"
"Nymox Pharmaceutical Corporation","NYMX","126.64"
"Oasis Petroleum Inc.","OAS","131.84"
"Oasmia Pharmaceutical AB","OASMY","254.82"
"Origin Bancorp, Inc.","OBNK","450.24"
"OceanFirst Financial Corp.","OCFC","805.59"
"Oaktree Strategic Income Corp.","OCSI","162.07"
"Oaktree Specialty Lending Corp.","OCSL","353.81"
"Ocular Therapeutix, Inc.","OCUL","219.25"
"OncoCyte Corporation","OCX","102.39"
"Oil-Dri Corporation Of America","ODC","241.19"
"Office Depot, Inc.","ODP","928.63"
"Odonate Therapeutics, Inc.","ODT","668.83"
"Orion Engineered Carbons S.A","OEC","451.08"
"OFG Bancorp","OFG","489.51"
"ORTHOFIX MEDICAL INC.","OFIX","447.25"
"Omega Flex, Inc.","OFLX","592.01"
"Organigram Holdings Inc.","OGI","271.73"
"Owens-Illinois, Inc.","OI","884"
"Invesco Municipal Income Opportunities Trust","OIA","279.83"
"VanEck Vectors Oil Services ETF","OIH","256.36"
"Oceaneering International, Inc.","OII","285.92"
"Oil States International, Inc.","OIS","120.2"
"One Liberty Properties, Inc.","OLP","305.25"
"Omeros Corporation","OMER","621.73"
"Owens & Minor, Inc.","OMI","371.44"
"OMNOVA Solutions Inc.","OMN","400.55"
"Oasis Midstream Partners LP","OMP","154.52"
"OneSmart International Education Group Limited","ONE","811.24"
"Ooma, Inc.","OOMA","188.76"
"Opus Bank","OPB","498.03"
"OP Bancorp","OPBK","103"
"OPKO Health, Inc.","OPK","937.76"
"Opera Limited Sponsored ADR","OPRA","562.89"
"Oportun Financial Corporation","OPRT","291.36"
"OptiNose, Inc.","OPTN","168.48"
"Oppenheimer Holdings, Inc.","OPY","209.36"
"ORBCOMM Inc.","ORBC","101.85"
"Orchid Island Capital, Inc.","ORC","171.12"
"Organogenesis Holdings Inc.","ORGO","319.23"
"Orocobre Ltd.","OROCF","305.84"
"Orrstown Financial Services Inc","ORRF","145.22"
"Orchard Therapeutics PLC Sponsored ADR","ORTX","602.15"
"Norbord Inc.","OSB","844.35"
"Old Second Bancorp, Inc.","OSBC","215.54"
"Overseas Shipholding Group, Inc.","OSG","171.79"
"OSI Systems, Inc.","OSIS","993.23"
"OSMOTICA PHARM","OSMT","196.3"
"ONESPAN INC","OSPN","573.06"
"Overstock.com, Inc.","OSTK","151.63"
"OraSure Technologies, Inc.","OSUR","442.08"
"Haymaker Acquisition Corp.","OSW","185.8"
"OTC Markets Group Inc.","OTCM","285.64"
"Ohio Valley Banc Corp.","OVBC","110.16"
"OVID THERAPEUTC","OVID","125.29"
"Oak Valley Bancorp (CA)","OVLY","130.56"
"Encana Corporation","OVV","639.16"
"OXFORD BIOMEDCL","OXBDF","296.2"
"Oxford Immunotec Global PLC","OXFD","258.38"
"Oxford Instruments PLC","OXINF","640.23"
"Oxford Lane Capital Corp.","OXLC","171.11"
"Oxford Industries, Inc.","OXM","579.02"
"Oxford Square Capital Corp.","OXSQ","113.66"
"OYSTER PT PHARM","OYST","761.31"
"Pacific Biosciences of California, Inc.","PACB","410.4"
"One Madison Corporation","PACK","333.47"
"Gores Holdings III, Inc.","PAE","563.28"
"Phibro Animal Health Corporation","PAHC","722.9"
"Western Asset Investment Grade Income Fund Inc.","PAI","109.58"
"Aberdeen Standard Physical Palladium Shares ETF","PALL","212.18"
"Pampa Energia S.A.","PAM","602.9"
"PAR Technology Corporation","PAR","203.77"
"Par Pacific Holdings, Inc.","PARR","405.12"
"PASSAGE BIO INC","PASG","430.74"
"Patrick Industries, Inc.","PATK","462.34"
"3PEA international, Inc.","PAYS","205.59"
"PB Bancorp, Inc.","PBBI","104.86"
"PBF Energy Inc.","PBF","916.35"
"Pioneer Bancorp, Inc.","PBFS","279.26"
"PBF Logistics LP","PBFX","315"
"Pitney Bowes Inc.","PBI","373.55"
"Prudential Bancorp, Inc.","PBIP","109.41"
"Permian Basin Royalty Trust","PBT","119.32"
"Puma Biotechnology, Inc.","PBYI","304.68"
"PCB BANCORP","PCB","149.78"
"Pacific Basin Shipping Ltd.","PCFBY","754.22"
"Pendrell Corporation","PCOA","148.41"
"PCSB FINANCIAL","PCSB","202.82"
"Pure Cycle Corporation","PCYO","219.3"
"PDC Energy, Inc.","PDCE","642.78"
"PDF Solutions, Inc.","PDFS","300.28"
"PENDRAGON PLC","PDGNF","234.13"
"PDL Community Bancorp","PDLB","182.77"
"PDL BioPharma, Inc.","PDLI","312.69"
"John Hancock Premium Dividend Fund","PDT","404.21"
"Peoples Bancorp of North Carolina, Inc.","PEBK","161.7"
"Peoples Bancorp Inc.","PEBO","404.84"
"Pennsylvania Real Estate Investment Trust","PEI","102.87"
"Penn National Gaming, Inc.","PENN","922.06"
"Adams Natural Resources Fund, Inc.","PEO","224.83"
"Perion Network Ltd","PERI","107.07"
"PetIQ, Inc.","PETQ","506.92"
"PetMed Express, Inc.","PETS","521.69"
"Preferred Bank","PFBC","482.65"
"Premier Financial Bancorp, Inc.","PFBI","133.53"
"Professional Holding Corp.","PFHD","124.71"
"Peoples Financial Services Corp.","PFIS","280.02"
"PennantPark Floating Rate Capital Ltd.","PFLT","170.98"
"Pfenex Inc.","PFNX","244.55"
"Flaherty & Crumrine Preferred Income Opportunity Fund","PFO","106.16"
"Provident Financial Services, Inc","PFS","686.57"
"Peapack-Gladstone Financial Corporation","PGC","251.58"
"Intrexon Corporation","PGEN","500.52"
"Progenics Pharmaceuticals Inc.","PGNX","200.91"
"PGT, Inc.","PGTI","475.08"
"Phathom Pharmaceuticals, Inc.","PHAT","637.7"
"Chardan Healthcare Acquisition Corp.","PHGE","147.67"
"Pharming Group NV","PHGUF","563.29"
"PIMCO High Income Fund","PHK","569.82"
"PHARMA MAR SA","PHMMF","885.2"
"Phreesia, Inc.","PHR","722.01"
"Impinj, Inc.","PI","314.15"
"PICO Holdings Inc.","PICO","135.1"
"Invesco International Dividend Achievers ETF","PID","446.16"
"Putnam Master Intermediate Income Trust","PIM","189.01"
"Active Power, Inc.","PIOE","142.9"
"Piper Jaffray Companies","PIPR","528.91"
"Pieris Pharmaceuticals, Inc.","PIRS","109.32"
"PJT Partners Inc.","PJT","628.17"
"Parke Bancorp, Inc.","PKBK","114.72"
"Parker Drilling Company","PKDC","127.88"
"Park Electrochemical Corporation","PKE","207.65"
"Park-Ohio Holdings Corp.","PKOH","158.83"
"Parkson Retail Group Ltd.","PKSGY","236.67"
"Photronics, Inc.","PLAB","614.73"
"Dave & Buster's Entertainment, Inc.","PLAY","237.23"
"The Children's Place, Inc.","PLCE","274.94"
"Polymet Mining Corp.","PLM","211.24"
"Douglas Dynamics, Inc.","PLOW","621.42"
"Preformed Line Products Company","PLPC","213.41"
"Pulse Biosciences, Inc","PLSE","126.41"
"Plantronics, Inc.","PLT","336.19"
"ePlus inc.","PLUS","639.44"
"Playa Hotels & Resorts N.V.","PLYA","312.6"
"PLYMOUTH IND RE","PLYM","151.04"
"Pacific Mercantile Bancorp","PMBC","101.69"
"Putnam Managed Municipal Income Trust","PMM","344.44"
"Putnam Municipal Opportunities Trust","PMO","379.65"
"Premier Oil PLC","PMOIY","236.95"
"PennyMac Mortgage Investment Trust","PMT","738.5"
"PennantPark Investment Corporation","PNNT","157.56"
"The Pennant Group, Inc.","PNTG","376.17"
"Petrofac Ltd.","POFCY","625.34"
"Pope Resources","POPE","340.64"
"Powell Industries, Inc.","POWL","232.87"
"Pacific Premier Bancorp Inc","PPBI","941.91"
"Aberdeen Standard Physical Platinum Shares ETF","PPLT","443.29"
"Putnam Premier Income Trust","PPT","419.09"
"Career Education Corporation","PRDO","614.52"
"Predictive Technology Group, Inc.","PRED","131.74"
"Perficient, Inc.","PRFT","938.08"
"Primoris Services Corporation","PRIM","605.39"
"Paramount Resources Ltd.","PRMRF","104.21"
"PROFOUND MEDICL","PROF","120.05"
"ProSight Global, Inc.","PROS","461.58"
"Provident Financial Holdings, Inc.","PROV","107.08"
"PURPLE INNOVATION, INC.","PRPL","128.26"
"ProQR Therapeutics N.V.","PRQR","264.11"
"Premier Foods PLC.","PRRFY","213.52"
"The Providence Service Corporation","PRSC","673.85"
"Prothena Corporation plc","PRTA","358"
"Priority Technology Holdings, Inc.","PRTH","113.91"
"Paratek Pharmaceuticals, Inc.","PRTK","122.01"
"Provention Bio, Inc.","PRVB","316.32"
"Prevail Therapeutics Inc.","PRVL","419.45"
"PSB Holdings, Inc.","PSBQ","102.55"
"Power Solutions International, Inc.","PSIX","120.89"
"Personalis, Inc.","PSNL","204.27"
"Invesco Global Listed Private Equity ETF","PSP","118.21"
"Patterson-UTI Energy, Inc.","PTEN","424.66"
"Protagonist Therapeutics, Inc.","PTGX","154.21"
"PANTHEON RESRCS","PTHRF","139.25"
"Portola Pharmaceuticals, Inc.","PTLA","541.09"
"Partner Communications Company Ltd.","PTNR","575.58"
"P.A.M. Transportation Services, Inc.","PTSI","129.27"
"Protective Insurance Corp","PTVCA","175.14"
"Protective Insurance Corp","PTVCB","175.71"
"People's Utah Bancorp","PUB","319.34"
"ProPetro Holding Corp.","PUMP","192.81"
"Puyi Inc. Sponsored ADR","PUYI","298.03"
"Provident Bancorp, Inc.","PVBC","158.53"
"Penns Woods Bancorp, Inc.","PWOD","147.58"
"POXEL SA FRANCE","PXXLF","145.26"
"PAYPOINT PLC","PYPTF","818.17"
"Pzena Investment Management Inc","PZN","314.2"
"QAD Inc.","QADA","648.15"
"QAD Inc.","QADB","452.38"
"QCR Holdings, Inc.","QCRH","413.2"
"Qudian Inc. Sponsored ADR","QD","557.31"
"360 Finance, Inc. Sponsored ADR","QFIN","995.53"
"QIWI PLC","QIWI","600.78"
"Q&K International Group Limited Sponsored ADR","QK","598.02"
"QuinStreet, Inc.","QNST","346.89"
"Nuveen NASDAQ 100 Dynamic Overwrite Fund","QQQX","651.63"
"Quotient Limited","QTNT","242.54"
"Wi-LAN Inc","QTRHF","121.19"
"Quanterix Corporation","QTRX","399.96"
"Qutoutiao Inc. Sponsored ADR","QTT","931.99"
"Quad Graphics, Inc","QUAD","175.91"
"Quotient Technology Inc.","QUOT","516.4"
"Rite Aid Corporation","RAD","966.46"
"Rada Electronics Industries Limited","RADA","135.45"
"RAPT THERAPTICS","RAPT","329.68"
"Raven Industries, Inc.","RAVN","732.72"
"RBB Bancorp","RBB","248.1"
"Ribbon Communications Inc.","RBBN","239.31"
"Republic Bancorp, Inc.","RBCAA","590.4"
"Reliant Bancorp, Inc.","RBNC","166.73"
"Ready Capital Corp","RC","318.41"
"RenovaCare Inc.","RCAR","121.42"
"Avita Medical Ltd.","RCEL","481.2"
"Rent-A-Center, Inc.","RCII","753.35"
"Inotek Pharmaceuticals Corporation","RCKT","715.37"
"Rocky Brands, Inc.","RCKY","119"
"PIMCO Strategic Income Fund, Inc.","RCS","245.06"
"Arcus Biosciences, Inc.","RCUS","482.73"
"RadNet, Inc.","RDNT","420.25"
"Radius Health, Inc.","RDUS","572.18"
"Red Violet, Inc.","RDVT","185.67"
"Radware Ltd.","RDWR","896.63"
"The RealReal, Inc.","REAL","654.14"
"Resources Connection, Inc.","RECN","304.9"
"RISE Education Cayman Ltd. American Depositary Shares","REDU","207.65"
"Renewable Energy Group, Inc.","REGI","769.99"
"Recro Pharma, Inc.","REPH","161.71"
"Replimune Group, Inc.","REPL","328.71"
"RPC, Inc.","RES","514.64"
"FRONT YARD RESIDENTIAL CORP","RESI","520.55"
"Revlon, Inc.","REV","567.21"
"Revere Bank","REVB","264"
"REV Group, Inc.","REVG","336.53"
"REX American Resources Corporation","REX","291.19"
"Resideo Technologies, Inc.","REZI","628.21"
"Cohen & Steers Total Return Realty Fund, Inc.","RFI","221.69"
"Rafael Holdings, Inc.","RFL","164.51"
"Resolute Forest Products Inc.","RFP","160.79"
"RGC Resources Inc.","RGCO","206.14"
"Sturm, Ruger & Company, Inc.","RGR","785.34"
"Regis Corporation","RGS","232.25"
"Transocean Ltd.","RIG","637.08"
"Rigel Pharmaceuticals, Inc.","RIGL","222.51"
"B. Riley Financial, Inc.","RILY","389.05"
"Radiant Logistics, Inc.","RLGT","167.9"
"Realogy Holdings Corp.","RLGY","320.4"
"RLJ Lodging Trust","RLJ","785.61"
"Relmada Therapeutics, Inc.","RLMD","397.81"
"Regional Management Corp.","RM","135.18"
"RE/MAX Holdings, Inc.","RMAX","316.99"
"Richmond Mutual Bancorporation, Inc.","RMBI","134.85"
"Rimini Street, Inc.","RMNI","263.18"
"The RMR Group Inc.","RMR","709.88"
"Royce Micro-Cap Trust Inc.","RMT","195.64"
"Rockwell Medical, Inc.","RMTI","145.69"
"Construction Partners, Inc.","ROAD","771.02"
"Retail Opportunity Investments Corp.","ROIC","841.97"
"Thunder Bridge Acquisition, Ltd.","RPAY","463.3"
"RPT Realty","RPT","526.36"
"Red River Bancshares, Inc.","RRBI","287.79"
"Range Resources Corporation","RRC","776.88"
"Red Rock Resorts, Inc.","RRR","826.91"
"Roadrunner Transportation Systems, Inc","RRTS","263.46"
"Rosetta Stone","RST","287.03"
"RESTAURANT GRP","RSTGF","251.33"
"RTI Surgical, Inc.","RTIX","138.03"
"Rattler Midstream LP","RTLR","633.33"
"Retrophin, Inc.","RTRX","476.86"
"The Rubicon Project, Inc.","RUBI","275.76"
"Rubius Therapeutics, Inc.","RUBY","325.3"
"Ruhnn Holding Limited Sponsored ADR","RUHN","437.56"
"Sunrun Inc.","RUN","998.07"
"Rush Enterprises, Inc.","RUSHB","894.34"
"Ruth's Hospitality Group, Inc.","RUTH","120.48"
"Retail Value Inc.","RVI","184.49"
"Revolve Group, Inc.","RVLV","531.2"
"Revance Therapeutics, Inc.","RVNC","745.74"
"Riverview Bancorp Inc","RVSB","111.47"
"Royce Value Trust, Inc.","RVT","814.91"
"Redwood Trust, Inc.","RWT","554.62"
"Rand Worldwide Inc.","RWWI","287.3"
"Ryerson Holding Corporation","RYI","169.66"
"Rhythm Pharmaceuticals, Inc.","RYTM","622.55"
"Seabridge Gold, Inc.","SA","465.48"
"Sabre Corporation","SABR","906.13"
"STAGECOACH GRP","SAGKF","991.88"
"Sonic Automotive, Inc.","SAH","468.6"
"Scorpio Bulkers Inc.","SALT","158.74"
"Silvercrest Asset Management Group Inc.","SAMG","105.12"
"Sandstorm Gold Ltd","SAND","808.18"
"Saratoga Investment Corp","SAR","132.62"
"Sandy Spring Bancorp, Inc.","SASR","691.94"
"Spirit Airlines, Inc.","SAVE","594.87"
"Safe Bulkers, Inc","SB","102.28"
"Strongbridge Biopharma PLC","SBBP","101.44"
"SB ONE BANCORP","SBBX","122.68"
"Seacoast Banking Corporation of Florida","SBCF","799.64"
"Suncrest Bank","SBKK","101.41"
"Star Bulk Carriers Corp.","SBLK","514.68"
"Sabine Royalty Trust","SBR","373.54"
"Southside Bancshares, Inc.","SBSI","874.27"
"Sterling Bancorp, Inc.","SBT","160.65"
"Seacoast Commerce Bank","SCBH","105.12"
"Schaeffler AG","SCFLF","731.23"
"Scholastic Corporation","SCHL","737.89"
"Schnitzer Steel Industries, Inc.","SCHN","318.11"
"Scailex Corp.","SCIXF","125.99"
"Stellus Capital Investment Corporation","SCM","131.25"
"comScore, Inc.","SCOR","154.07"
"scPharmaceuticals, Inc.","SCPH","111.43"
"Scope Industries","SCPJ","174.82"
"ScanSource, Inc.","SCSC","418.21"
"Monitronics International, Inc.","SCTY","140.63"
"Och-Ziff Capital Management Group LLC","SCU","592.47"
"Shoe Carnival, Inc.","SCVL","234.61"
"SecureWorks Corp.","SCWX","812.29"
"Santa Cruz County Bank","SCZC","130.93"
"STANDARD DIVERSIFIED INC.","SDI","126.86"
"Seadrill Limited","SDRL","277.49"
"SeaWorld Entertainment, Inc.","SEAS","767.58"
"Secoo Holding Limited","SECO","213.53"
"SEMPERIT AG HLD","SEIGY","342.6"
"Seneca Foods Corp.","SENEA","290.88"
"Senseonics Holdings, Inc.","SENS","129.64"
"SuperGroup PLC Unsponsored ADR","SEPGY","107.75"
"Safeguard Scientifics, Inc.","SFE","102.64"
"Ship Finance International Limited","SFL","895.3"
"Southern First Bancshares, Inc.","SFST","175.23"
"Fang Holdings Limited","SFUN","160.92"
"Sirius International Insurance Group, Ltd.","SG","649.33"
"Saga Communications, Inc.","SGA","140.34"
"Superior Uniform Group, Inc.","SGC","123.58"
"SMART Global Holdings, Inc.","SGH","532.16"
"Sangamo Therapeutics, Inc.","SGMO","697.3"
"Scientific Games Corp","SGMS","622.36"
"Surgery Partners, Inc.","SGRY","258.77"
"Star Gas Partners, L.P.","SGU","332.49"
"Shore Bancshares Inc","SHBI","114.56"
"Silvergate Capital Corporation","SI","181.26"
"Si-Bone Inc.","SIBN","242.12"
"Siebert Financial Corp.","SIEB","211.55"
"Signet Jewelers Limited","SIG","405.16"
"Siga Technologies Inc.","SIGA","387.67"
"Silicom Ltd","SILC","176.7"
"Silk Road Medical, Inc.","SILK","768.17"
"SilverCrest Metals Inc.","SILV","566.12"
"SiTime Corporation","SITM","355.59"
"Six Flags Entertainment Corporation New","SIX","998.95"
"Tanger Factory Outlet Centers, Inc.","SKT","646.53"
"Skyline Corporation","SKY","813.72"
"Select Bancorp, Inc.","SLCT","132.97"
"Solid Biosciences Inc.","SLDB","117.93"
"Sol-Gel Technologies Ltd.","SLGL","145.18"
"Simulations Plus, Inc.","SLP","521.53"
"Solar Capital Ltd.","SLRC","412.88"
"SM Energy Company","SM","140.11"
"Southern Missouri Bancorp, Inc.","SMBC","239.57"
"SmartFinancial, Inc.","SMBK","182.52"
"Super Micro Computer, Inc.","SMCI","865.27"
"Semler Scientific Inc.","SMLR","215.56"
"Summit Financial Group, Inc.","SMMF","206.24"
"Standard Motor Products, Inc.","SMP","834.24"
"Smith Micro Software, Inc.","SMSI","139.77"
"Sims Metal Management Ltd.","SMSMY","751.32"
"Sierra Metals Inc.","SMTS","124.83"
"Sleep Number Corporation","SNBR","658.76"
"Synchronoss Technologies, Inc.","SNCR","180.48"
"Sundance Energy Australia Ltd.","SNDE","178.74"
"Syndax Pharmaceuticals, Inc.","SNDX","257.65"
"SENIOR PLC","SNIRF","828.83"
"New Senior Investment Group Inc.","SNR","173.22"
"Sohu.com Inc.","SOHU","223.21"
"Solaris Oilfield Infrastructure, Inc.","SOI","222.94"
"Soliton, Inc.","SOLY","123.26"
"Southern National Bancorp of Virginia, Inc.","SONA","208.21"
"Akazoo S.A.","SONG","107.71"
"Sonos, Inc.","SONO","871.22"
"Source Capital, Inc.","SOR","229.8"
"SP Plus Corporation","SP","427.74"
"Spartan Motors, Inc.","SPAR","402.11"
"South Plains Financial, Inc.","SPFI","265.6"
"Suburban Propane Partners, L.P.","SPH","716.29"
"Starpharma Holdings Ltd.","SPHRY","171.37"
"Spark Energy, Inc.","SPKE","218.11"
"Steel Partners Holdings LP","SPLP","154.89"
"SeaSpine Holdings Corporation","SPNE","177.03"
"Sapiens International Corporation N.V.","SPNS","782.31"
"Spok Holdings, Inc.","SPOK","194.19"
"Spectrum Pharmaceuticals, Inc.","SPPI","261.49"
"Sappi Ltd.","SPPJY","702.8"
"Spero Therapeutics, Inc.","SPRO","118.11"
"Sprout Social, Inc.","SPT","700.72"
"SpartanNash Company","SPTN","546.33"
"Sportsman's Warehouse Holdings, Inc.","SPWH","220.47"
"SunPower Corporation","SPWR","978.37"
"Sql Technologies Corp.","SQFL","181.98"
"1st Source Corporation","SRCE","729.96"
"Surmodics, Inc.","SRDX","340.92"
"Seritage Growth Properties","SRG","247.55"
"Stoneridge, Inc.","SRI","430.03"
"Sprague Resources LP","SRLP","271.68"
"Sorrento Therapeutics, Inc.","SRNE","371.75"
"Scholar Rock Holding Corporation","SRRK","447.12"
"StarTek, Inc.","SRT","157.96"
"E.W. Scripps Company (The)","SSP","661.63"
